segment_dim,segment_value,n_listings,rating_nonnull_n,review_coverage,review_coverage_pct,ltm_active_rate,ltm_active_rate_pct,avg_rating,avg_rating_gap,low_score_rate,low_score_rate_pct,low_score_rate_lift,superhost_rate,superhost_rate_pct,city_avg_rating,city_low_score_rate,is_eligible,is_underperforming,flag_reason
stay_category,飯店類,357,267,0.7478991596638656,74.79,0.4005602240896359,40.06,4.61,-0.133,0.24719101123595505,24.72,2.211,0.27450980392156865,27.45,4.743046574287898,0.11181678214010778,True,True,低均分且高低分率
district,南港區,76,54,0.7105263157894737,71.05,0.5657894736842105,56.58,4.68,-0.063,0.2222222222222222,22.22,1.987,0.3157894736842105,31.58,4.743046574287898,0.11181678214010778,True,True,低均分且高低分率
price_band,<=1500,1377,1003,0.7283950617283951,72.84,0.5860566448801743,58.61,4.654,-0.089,0.18843469591226322,18.84,1.685,0.3384168482207698,33.84,4.743046574287898,0.11181678214010778,True,True,低均分且高低分率
price_band,Unknown,482,313,0.6493775933609959,64.94,0.2987551867219917,29.88,4.696,-0.047,0.1757188498402556,17.57,1.571,0.37136929460580914,37.14,4.743046574287898,0.11181678214010778,True,True,高低分率
